Link,Score,Comment
https://www.facebook.com/582998101763387_764712300258632,0.04828125,"I received a curb strap cover from a  friend and Fellow driver..Ann Katona, that came from Uber-Reiter.  I loved how it weighed less and was less bulky than my gel cover.  Thank you!  My driving horse Sami loves high quality equipment, as his tolerance is short lived! !!    I will be checking out your other products!!"
https://www.facebook.com/299948106799861_375665682561436,0.1,Ahh okay... well that sucks as I don't do Instagram.
https://www.facebook.com/299948106799861_370307453097259,0.125,crazy but beautiful lady
https://www.facebook.com/1511977849052110_1511978222385406,0.2,"Gud am I had an innova car , just want to ask if still u nid it pa for rental just get in touch w/ me at 09063197421 thank you so much Jenny Rabandaban"
https://www.facebook.com/718132644911277_739190049472203,0.2375,really was well acted. and I learned more about the past. My son and I enjoyed the play alot.
https://www.facebook.com/718132644911277_738591526198722,0.25,"Thanks for coming, Lori Kleist. Please tell your friends!"
https://www.facebook.com/656537967711957_682252071856112,0.25,hahahah para que nadie se quejara es que en ese cw ellos creerian que me nos iban a ganarr y yo dije que no tenia refle basic y yo dije que si podia equipar msr y ellos dijeron ok pero ganamos ;3
https://www.facebook.com/303319959825086_333975283426220,0.3125,I need my hair did!  How much to come to denver???!!
https://www.facebook.com/299948106799861_374552929339378,0.3125,so hot!

Uber in San Francisco

Positive Comments
https://www.facebook.com/120945717945722_10153055350795465,0.6,Blame yourself as you accepted the rate during a surge pricing time and zone. You can wait.for the surge to lower or drop or walk home or drive your own car or try to get a cab. Choices choices.
https://www.facebook.com/120945717945722_929680883738864,0.6,Surge pricing was in effect. That is disclosed when you make the request. Your own fault.
https://www.facebook.com/120945717945722_929900207050265,0.6,Maybe you should carry your own EZ pass.
https://www.facebook.com/120945717945722_929914413715511,0.6,I was trying to be nice.
https://www.facebook.com/127880968082_10152973267948083,0.5,Orgulho de vcs :)
https://www.facebook.com/120945717945722_929959877044298,0.35,Because it's a logistical nightmare. Most drivers are very part time.
https://www.facebook.com/120945717945722_929965200377099,0.25,She got fooled. He said he would charge her card 200.00 but if she gave him 100 bucks he would only charge 50.00...she didn't know any better.
https://www.facebook.com/120945717945722_929919207048365,0.242857142857,We’re ready to look into this right away. Please let us know what happened at support@uber.com so we can follow up immediately. ^KG
https://www.facebook.com/120945717945722_929680013738951,0.2,If he admits via text that he has it you could take that to the police. But neither drivers or Uber are responsible for your belongings.
https://www.facebook.com/120945717945722_929914413715511,0.0666666666667,I would have called the cops the second they put their hands on me and when they got back in the car driven straight  to the police station with them
https://www.facebook.com/120945717945722_929919207048365,0.0644444444444,I would like to SPEAK with sometime who does.. not have to resort to social media to get a response. . Highly unprofessional and not the standard I have come to expect from your company
https://www.facebook.com/120945717945722_929922677048018,0.0444444444444,Depends on your background and how many people ahead of you. Took me 3 days but less drivers then. I would say a few weeks.
https://www.facebook.com/636692189685208_676687999018960,0.0,Saudades...
https://www.facebook.com/636692189685208_677207915633635,0.0,Muito competente. ....
https://www.facebook.com/636692189685208_680045415349885,0.0,como foi? tenho interesse em saber para uma gatinha
https://www.facebook.com/636692189685208_802390379782054,0.0,"Quem cuidou do meu cão  amado Cyper! Dra. Gabriela, obrigada!"
https://www.facebook.com/636692189685208_703680683047536,0.0,Angela Rocha
https://www.facebook.com/636692189685208_840521965968895,0.0,Waniele Rodrigues Terra
https://www.facebook.com/636692189685208_844403855580706,0.0,Waniele Rodrigues Terra
https://www.facebook.com/636692189685208_844403855580706,0.0,me ajude a fazer minha cachorrinha andar
https://www.facebook.com/636692189685208_855252107829214,0.0,Adorei esse vídeo!
https://www.facebook.com/636692189685208_577014719067330,0.0,
https://www.facebook.com/127880968082_10152973186618083,0.0,Photo by Flanders DC
https://www.facebook.com/127880968082_10152973267948083,0.0,Photo by Flanders DC
https://www.facebook.com/127880968082_10153145335733083,0.0,"A festa NEON será na sede da SuperUber no Rio - Rua Silvino Montenegro, 78, Gamboa!"
https://www.facebook.com/127880968082_10153154564193083,0.0,"A festa NEON será na sede da SuperUber no Rio - Rua Silvino Montenegro, 78, Gamboa!"
https://www.facebook.com/127880968082_10153159015238083,0.0,Thiago Pozes
https://www.facebook.com/127880968082_10153221820968083,0.0,show!!!!!!
https://www.facebook.com/127880968082_10153222366313083,0.0,Vou sim com o vanderson bjs grande a todos.
https://www.facebook.com/127880968082_10153222366313083,0.0,"onde e isso,como podemos prestigiar?"
https://www.facebook.com/127880968082_10153222366313083,0.0,"Jackciny é o Rio Content Market no Hotel Windsor Barra, fizemos a abertura. O evento acaba amanha. Venha neste sábado as 18h na abertura da exposição Rio: primeiras poses no IMS, com projeto multimídia nosso. abs!"
https://www.facebook.com/120945717945722_929678020405817,0.0,DeJanea Antoinette uber only communicates through email. No phone.
https://www.facebook.com/120945717945722_929678020405817,0.0,You can request a price review in the app.
https://www.facebook.com/120945717945722_10153055350795465,0.0,You agreed to the surge pricing.
https://www.facebook.com/120945717945722_929680883738864,0.0,Exclamation marks cost extra in the yellow caps.
https://www.facebook.com/120945717945722_929680883738864,0.0,
https://www.facebook.com/120945717945722_929747000398919,0.0,Email through their website or driver app
https://www.facebook.com/120945717945722_929747000398919,0.0,Also sometimes your area driver office allows you to come in and talk to humans. Boston does this all the time
https://www.facebook.com/120945717945722_929914413715511,0.0,I will the next time.
https://www.facebook.com/120945717945722_929914413715511,0.0,I would immediately call the police in the future.
https://www.facebook.com/120945717945722_929919207048365,0.0,Al - Steven does not represent Uber.
https://www.facebook.com/120945717945722_929919207048365,0.0,I went to support and don't relish spending all of my Sunday to maybe get a response or even hope that I can recover funds
https://www.facebook.com/120945717945722_929919207048365,0.0,Steven whats your interest in this? and are you of any objective assistance in this matter or just impressing yourself today?
https://www.facebook.com/120945717945722_929922677048018,0.0,For me it was 3 weeks
https://www.facebook.com/120945717945722_929965200377099,0.0,Made her pay him cash? Why didn't she call the cops?
https://www.facebook.com/120945717945722_930040903702862,0.0,Was surge pricing in effect? Post your receipt here
https://www.facebook.com/120945717945722_930043973702555,0.0,Cancel The ride. Wait for the surge to end and request again.
https://www.facebook.com/120945717945722_929680013738951,-0.05,Report missing you can contact the driver directly
https://www.facebook.com/120945717945722_929919207048365,-0.1,Please explain your alleged extortion experience.
https://www.facebook.com/120945717945722_929914413715511,-0.125,"That is definitely not ok, Scott. Can you please send us an email at supporttulsa@uber.com as soon as possible?  We appreciate you bringing this our attention. ^KG"
Negative Comments
https://www.facebook.com/120945717945722_930041270369492,-0.5625,The traffic in Boston is terrible due to the snow and pothole repair and train issues.
https://www.facebook.com/120945717945722_929919207048365,-0.45,And you say alleged like I'm making it up is rather insulting as well.. #not pleased with your customer service today
https://www.facebook.com/120945717945722_929678020405817,-0.35,We did that. I think we were just frustrated with the fact that we didn't have a number to call about this. We need something to be done as soon as possible.
https://www.facebook.com/120945717945722_929922677048018,-0.3333333333333333,Jeez. That's ridiculous.
https://www.facebook.com/120945717945722_929919207048365,-0.29999999999999993,The driver was not where they were supposed to be.. my party was Not en route fast enough he was going to charge me 25 and give me a bad rating..I paid him 20 cash to not give me a bad rating.. that is extortion. ..I give everyone 5  stars. . Always. That was rude and uncalled for
https://www.facebook.com/120945717945722_929965200377099,-0.15625,"That is definitely not ok, Ryan. We're here to help! Can you please send us an email at support@uber.com as soon as possible? We appreciate you bringing this our attention. ^KG"
https://www.facebook.com/120945717945722_929919207048365,-0.13333333333333333,Yes i am not an uber employee. Alleged is the legal term until proven guilty in a court of law
https://www.facebook.com/120945717945722_929914413715511,-0.125,"That is definitely not ok, Scott. Can you please send us an email at supporttulsa@uber.com as soon as possible?  We appreciate you bringing this our attention. ^KG"
https://www.facebook.com/120945717945722_929919207048365,-0.1,Please explain your alleged extortion experience.
https://www.facebook.com/120945717945722_929680013738951,-0.05,Report missing you can contact the driver directly
https://www.facebook.com/120945717945722_930043973702555,0.0,Cancel The ride. Wait for the surge to end and request again.
https://www.facebook.com/120945717945722_930040903702862,0.0,Was surge pricing in effect? Post your receipt here
https://www.facebook.com/120945717945722_929965200377099,0.0,Made her pay him cash? Why didn't she call the cops?
https://www.facebook.com/120945717945722_929922677048018,0.0,For me it was 3 weeks
https://www.facebook.com/120945717945722_929919207048365,0.0,Steven whats your interest in this? and are you of any objective assistance in this matter or just impressing yourself today?
https://www.facebook.com/120945717945722_929919207048365,0.0,I went to support and don't relish spending all of my Sunday to maybe get a response or even hope that I can recover funds
https://www.facebook.com/120945717945722_929919207048365,0.0,Al - Steven does not represent Uber.
https://www.facebook.com/120945717945722_929914413715511,0.0,I would immediately call the police in the future.
https://www.facebook.com/120945717945722_929914413715511,0.0,I will the next time.
https://www.facebook.com/120945717945722_929747000398919,0.0,Also sometimes your area driver office allows you to come in and talk to humans. Boston does this all the time
https://www.facebook.com/120945717945722_929747000398919,0.0,Email through their website or driver app
https://www.facebook.com/120945717945722_929680883738864,0.0,
https://www.facebook.com/120945717945722_929680883738864,0.0,Exclamation marks cost extra in the yellow caps.
https://www.facebook.com/120945717945722_10153055350795465,0.0,You agreed to the surge pricing.
https://www.facebook.com/120945717945722_929678020405817,0.0,You can request a price review in the app.
https://www.facebook.com/120945717945722_929678020405817,0.0,DeJanea Antoinette uber only communicates through email. No phone.
https://www.facebook.com/127880968082_10153222366313083,0.0,"Jackciny é o Rio Content Market no Hotel Windsor Barra, fizemos a abertura. O evento acaba amanha. Venha neste sábado as 18h na abertura da exposição Rio: primeiras poses no IMS, com projeto multimídia nosso. abs!"
https://www.facebook.com/127880968082_10153222366313083,0.0,"onde e isso,como podemos prestigiar?"
https://www.facebook.com/127880968082_10153222366313083,0.0,Vou sim com o vanderson bjs grande a todos.
https://www.facebook.com/127880968082_10153221820968083,0.0,show!!!!!!
https://www.facebook.com/127880968082_10153159015238083,0.0,Thiago Pozes
https://www.facebook.com/127880968082_10153154564193083,0.0,"A festa NEON será na sede da SuperUber no Rio - Rua Silvino Montenegro, 78, Gamboa!"
https://www.facebook.com/127880968082_10153145335733083,0.0,"A festa NEON será na sede da SuperUber no Rio - Rua Silvino Montenegro, 78, Gamboa!"
https://www.facebook.com/127880968082_10152973267948083,0.0,Photo by Flanders DC
https://www.facebook.com/127880968082_10152973186618083,0.0,Photo by Flanders DC
https://www.facebook.com/636692189685208_577014719067330,0.0,
https://www.facebook.com/636692189685208_855252107829214,0.0,Adorei esse vídeo!
https://www.facebook.com/636692189685208_844403855580706,0.0,me ajude a fazer minha cachorrinha andar
https://www.facebook.com/636692189685208_844403855580706,0.0,Waniele Rodrigues Terra
https://www.facebook.com/636692189685208_840521965968895,0.0,Waniele Rodrigues Terra
https://www.facebook.com/636692189685208_703680683047536,0.0,Angela Rocha
https://www.facebook.com/636692189685208_802390379782054,0.0,"Quem cuidou do meu cão  amado Cyper! Dra. Gabriela, obrigada!"
https://www.facebook.com/636692189685208_680045415349885,0.0,como foi? tenho interesse em saber para uma gatinha
https://www.facebook.com/636692189685208_677207915633635,0.0,Muito competente. ....
https://www.facebook.com/636692189685208_676687999018960,0.0,Saudades...
https://www.facebook.com/120945717945722_929922677048018,0.04444444444444445,Depends on your background and how many people ahead of you. Took me 3 days but less drivers then. I would say a few weeks.
https://www.facebook.com/120945717945722_929919207048365,0.06444444444444444,I would like to SPEAK with sometime who does.. not have to resort to social media to get a response. . Highly unprofessional and not the standard I have come to expect from your company
https://www.facebook.com/120945717945722_929914413715511,0.06666666666666667,I would have called the cops the second they put their hands on me and when they got back in the car driven straight  to the police station with them
https://www.facebook.com/120945717945722_929680013738951,0.2,If he admits via text that he has it you could take that to the police. But neither drivers or Uber are responsible for your belongings.
https://www.facebook.com/120945717945722_929919207048365,0.24285714285714285,We’re ready to look into this right away. Please let us know what happened at support@uber.com so we can follow up immediately. ^KG

Uber in Detroit

Positive Comments
Negative Comments

Uber in Oklahoma City

Positive Comments
Negative Comments
