timeStamp,language,country,city,coordinates,favorites,retweets,user,user desc,user location,text,age,sentiment,sign
2015-03-08 23:16:56,en,United States,"Medford, MA","[-71.12392964, 42.41163283]",0,0,MansionMelee,,Girly Boy land,When I get a license I should make a video of me running over Spongebob Revenge of the Flying Dutchman with my dad's car.,18-25,0.0
2015-03-08 22:06:30,en,United States,"Braintree, MA","[-71.00407761, 42.21590455]",1,0,T_the_Infamous,muthafuckas think they know me but they never met the kid. taken by the baddest bitch in the world aka @ginadebartolo11,617,FINALLY HAVE MY OWN DAMN CAR AGAIN,13-17,0.3
2015-03-08 20:49:58,en,United States,"Salem, MA","[-70.89348554, 42.50012125]",1,0,SourDShawn,"Employed Student from Lawrence Mass 
Instagram: (dshawntheblessed)",Salem State University ,Facts @inVADERt_: @SourDShawn my dream car ,13-17,0.0
2015-03-08 20:41:42,en,United States,"Holbrook, MA","[-71.0052085, 42.14415418]",0,0,bootxparty,Sociopathic straight edge athiest jerk with an instagram account.,"South of the city, Ma",Buy me this @BBCWorld: What do you buy when an ordinary luxury car is just not good enough?  http://t.co/MnMaYLweBg http://t.co/jbPAr3sxnc,18-25,-0.19999999999999998
2015-03-08 18:49:36,en,United States,"Newton, MA","[-71.17348945, 42.30189326]",0,0,mollylederman,"I'm Molly, an 11 yr. old golden retriever and star of the book series Club Molly written by my mommy @emmalederman! Make sure to pick up her book available NOW!",United States,@lucyhale Your album was probably the only thing not damaged when we got into a horrible car crash- thanks for making such a great one,18-25,0.0
2015-03-08 18:10:28,en,United States,"Boston, MA","[-71.06198424, 42.365992]",0,0,s_cornell14,Live fast. Die pretty.  I love the person I've become because I've fought to become her.  life is too short #14 #LSC #ILOVERMONT #countrylife #802,,"Woke up late, car broke down, but the important thing is we made it! #bostonbruins",13-17,0.0148148148148148
2015-03-08 18:08:33,en,United States,"Abington, MA","[-70.95017298, 42.12916515]",7,0,DJHAWTDOGG,yo,Boston,Car shopping with @Cor_Albanese. Literally having the worst day ever,13-17,-1.0
2015-03-08 16:44:38,en,United States,"Boston, MA","[-71.04683254, 42.3451892]",2,2,Paeregrine_Cast,"#Webcomic Artist, Amateur Shoutcaster, Gaming Personality, and DOTA2 Fan.","East Coast, USA",Anyone at #PAXEast want a FREE Paeregrine.Cast #webcomic strip poster? I left them in my car all weekend &amp; now I gotta get rid of 'em!,18-25,0.2
2015-03-08 15:40:38,en,United States,"Massachusetts, USA","[-71.41474742, 42.48103245]",3,0,mariahkathleeen,Fighting like hell has made me what I am. East Celebrity Elite C5 2013-2015 RaidersForever ,Prove them wrong. 71113 ,gonna be lowkey heartbroken if i can't get this car,18-25,0.0
2015-03-08 15:20:51,en,United States,"Brockton, MA","[-71.02601628, 42.07071797]",0,0,ebreeezzzy, | Single | MassHole | 21 | 6'1 | Athletic #GoDucks snapchat: edgarrkelleyv,"Brockton,Ma",I wanna go for a car ride,13-17,0.0
2015-03-08 14:41:27,en,United States,"Boston, MA","[-71.12765503, 42.35209277]",0,0,brandongregz,"i get tired of life, what a world im living in.","Boston, Mass // \_(  )_/","@PHinalCut_ I gotta see if I can even make it, I'm car less ",13-17,-0.16666666666666666
2015-03-08 14:33:23,en,United States,"Boston, MA","[-71.12766955, 42.35215634]",0,0,brandongregz,"i get tired of life, what a world im living in.","Boston, Mass // \_(  )_/",I need a car,13-17,0.0
2015-03-08 09:53:19,en,United States,"Boston, MA","[-71.06709596, 42.36126934]",1,0,patrickheaton,ENTJ | Gold/Orange | Alumnus of FSU x 2 & USC | Each Day for KEH |  1680 | Student Affairs work at Suffolk University | FSU Football & Boston Red Sox,"oston, MA",In Uber at un-respectable 5:50a to head to S Station to catch this train for ASB. Upside this Mercedes UberX smells like new car #newuber,26-35,0.13636363636363635
2015-03-08 08:50:21,en,United States,"Boston, MA","[-71.1400324, 42.2899004]",2,0,ACurls092,"Growing old is mandatory, Growing up is optional",,"Guy gets into my car, his headphones were so loud that I don't think he realized how earth - shatteringly loud his farts were",26-35,0.1
2015-03-08 07:38:10,en,United States,"Boston, MA","[-71.06080486, 42.30398059]",0,0,__Chasey,Just in it for the placements | The Brohegans | obeynchase@me.com,BOSTON ,My daughter won't be out this late without a car  smh .,26-35,-0.3
2015-03-08 07:03:40,en,United States,"Beverly, MA","[-70.83820375, 42.55311514]",2,0,car_ol_ine,Endicott College,413 | 978 ,Photo shoot @olivia_esoldi http://t.co/RV6mwQwQ75,13-17,0.0
2015-03-08 07:00:47,en,United States,"Beverly, MA","[-70.83794919, 42.55315944]",2,0,car_ol_ine,Endicott College,413 | 978 ,How good does the curtain look and the pillows #LollipopUpdate @olivia_esoldi http://t.co/vfmSvK4Tz7,13-17,0.7
2015-03-08 06:42:03,en,United States,"Beverly, MA","[-70.83821154, 42.55303408]",0,1,car_ol_ine,Endicott College,413 | 978 ,@sophia_oliveri pilloe number 2 @olivia_esoldi http://t.co/FGz0rCHu7B,13-17,0.0
2015-03-08 06:14:30,en,United States,"Lynn, MA","[-70.92988884, 42.47513541]",1,0,insanedelaine,"21Lynn raised, Lowell livin'  UMass Lowell 16'",,So help me God if only my mother's car wasn't blocking mine in right now....,13-17,0.14285714285714285
2015-03-08 05:50:02,en,United States,"Waltham, MA","[-71.25391513, 42.41340407]",0,0,samanthamolaa,"Yo mama's so sorry she missed your birthday last week, she bought you a cake so big you gotta eat it twice to have it once lml",Ur Awesome ,When you accidentally fall asleep for half an hour and your car dies and your dad has to come pick you and your squad up,13-17,-0.16666666666666666
2015-03-08 05:10:44,en,United States,"Boston, MA","[-71.00284488, 42.38500189]",2,1,xOavaXo,Boston; LA dreaming. Music is my world Instagram: avaa_victoria //wildin on 'em,,"if I had a car, I would deff drive to p.s every morning.",13-17,0.0
2015-03-08 04:26:31,en,United States,"Boston, MA","[-71.0396252, 42.3790507]",0,0,Feministfists,"Intersectional feminist, queer, rad femme, ethical vegan Activist BlackGirlNerd Abortion Doula She Fat+ RT =/= endorsement Founder of @GFBoston617","Boston, MA",@lamorenalina I'll tweet you about it this week. It's in my car rn and I'm too lazy to go outside and get it lol,13-17,0.18333333333333335
2015-03-08 04:04:09,en,United States,"Weymouth, MA","[-70.95516013, 42.18095947]",0,0,EmilyRothwell16,"Weymouth
Rest in Paradise Pat",,If I have a fucking car and license then by law my curfew is 12:30 sorry dad fuck you.,13-17,-0.5
2015-03-08 03:07:47,en,United States,"Boston, MA","[-71.04166531, 42.31933845]",0,0,e_Broomy,"Traveling - it leaves you speechless, then turns you into a storyteller",C. N e w Y o r k | B o s t o n,"And lambos, and audis and Porsches and every other extremely nice car.",18-25,0.2375
2015-03-08 02:47:47,en,United States,"Boston, MA","[-71.03772173, 42.37112185]",2,1,Lee_Annnn,What the hell is a gigawatt?,,@SixSecondCov: When your song comes on in the car  https://t.co/9s2vVsmULe @davidDOWNPOUR,13-17,0.0
2015-03-08 02:27:10,en,United States,"Revere, MA","[-71.02711542, 42.40923063]",0,0,gzirps,have the time of your life #xoxoxo,FSU '18,Still get car sick cause of Erin's driving....nothing's changed ,13-17,-0.7142857142857143
2015-03-08 01:56:13,en,United States,"Boston, MA","[-71.0459498, 42.3410261]",0,0,MagWolf11,,,"Me: ""Why dont you just go around"" woman yelling at another car: ""why dont you go suck a big fat dick"" me: ""ok, im gay you bitch""",13-17,0.3055555555555556
2015-03-08 01:55:34,en,United States,"Danvers, MA","[-70.92257227, 42.55501186]",1,0,korrxo,,,@fataryna: Haha I woke up in a car this morning my car bitch ,13-17,0.2
2015-03-08 01:46:33,en,United States,"Boston, MA","[-71.05002274, 42.34962793]",0,0,MansionMelee,,Girly Boy land,We're walking to the car btw.,18-25,0.0
2015-03-08 01:17:40,en,United States,"Somerville, MA","[-71.12433955, 42.40295252]",2,0,pete_c_,i cut off the bread crusts & taped them to my body.for a brief shining moment i was the coolest crustpunk in town.then the pidgeons decended,'the spirit of america',irish car bomb the industry - 25!,26-35,0.0
2015-03-08 00:47:21,en,United States,"Chelsea, MA","[-71.03043898, 42.39542186]",0,0,PRINCESSERNAA,,,A guy walking by my car stopped and stared at me taking pictures of myself.. I felt mad awkward ,13-17,-0.6125
2015-03-08 00:26:34,en,United States,"Boston, MA","[-71.04333616, 42.34630174]",0,0,jacquicollins_,"video games and things that annoy you. - @tinaamini [Project Manager @TakeThisOrg][M.S. Entertainment Business, @FullSail][Associate Project Manager @hugeinc]",New York City,@kylegaddo @DanHevia @DaliDimovski @PappyShannon in a car with will gaddo and victor,13-17,0.0
2015-03-08 00:24:59,en,United States,"Boston, MA","[-71.10713636, 42.32223105]",51,11,killquilty,"guitarist in speedy ortiz, ain't no metaphor punchline","allston, ma",boston is so cool. my car got stuck on some ice and so my tire got slashed. and then there's the noise rock,18-25,0.35
2015-03-08 00:17:44,en,United States,"Boston, MA","[-71.1177448, 42.2738839]",0,0,Carles_Jay,Follow me & i'll follow back   IG:beantown_kidd    #SonOfGod #Celtics #Pisces #AIC                                      *CHASING MY DREAM * ,Boston Ma ,Got my mom's car for the night,13-17,0.0
2015-03-08 00:06:16,en,United States,"Boston, MA","[-71.06434631, 42.34980774]",1,0,Paeregrine_Cast,"#Webcomic Artist, Amateur Shoutcaster, Gaming Personality, and DOTA2 Fan.","East Coast, USA",@PapaKonzan - Ah! Understandable. I think I hit a few with my car on the way over. Damn rots.,18-25,-0.2
2015-03-07 22:15:42,en,United States,"Boston, MA","[-71.16526127, 42.35747389]",2,0,cmillerxox,thecampingrusher ,,I get to sit in a car for 5 hours thinking about how shitty my day was,13-17,0.0
2015-03-07 21:54:43,en,United States,"Boston, MA","[-71.1521507, 42.3447474]",0,0,whiteryanc,"Cyclist, Designer. Would love to design your cycling related things!","Brighton, MA",@mkvautour my fear is someone else parking there and this clown messing with their car. Reported it though,26-35,0.0
2015-03-07 21:26:06,en,United States,"Waltham, MA","[-71.23597986, 42.38314816]",5,0,Blongmoore67,full time beauty #nails,,Yeah the car wash just broke and the homie tried to get me to get out of the car while water was spraying it. Sorry buddy it's not happening,13-17,-0.5
2015-03-07 21:16:35,en,United States,"Boston, MA","[-71.06633064, 42.35521435]",0,0,cameroneforyou,,,I like it when uber cars make a mistake on the road and there little car on the map makes a u turn it's so cute,13-17,0.15625
2015-03-07 21:00:21,en,United States,"Stoneham, MA","[-71.0957183, 42.4860239]",1,0,_K_ONEILL,Family First. Boston. 19. Riv University '17,,going to quincy possibly to look at a car but I might just go chill with the wife @CaitlinBulger,18-25,0.0
2015-03-07 20:38:23,en,United States,"Woburn, MA","[-71.17860071, 42.46690094]",0,0,alyssa_mantilia,"As I grow to understand life less and less, I learn to love it more and more.",,IT SHOULD NOT TAKE SIX HOURS TO GET A CAR,13-17,0.0
2015-03-07 19:07:35,en,United States,"Marblehead, MA","[-70.85594203, 42.49904918]",0,0,xoxocaseybby,kalinandmyles af | camfairfax | justin bieber | boston boys,"boston, ma",My ass is literally sitting in the car eating Chinese food ,26-35,0.0
2015-03-07 18:58:26,en,United States,"Boston, MA","[-71.07333656, 42.33751436]",0,0,nancywf,"Mostly progressive politico, ardent Red Sox fan, inveterate movie goer, proud Charlestonian/Bostonian. Resides 1.4 miles from Fenway.",,In car with dulcet tones of Joe Castig. #RedSox,26-35,0.0
2015-03-07 18:56:39,en,United States,"Boston, MA","[-71.10833168, 42.28665487]",0,0,AJyoungin24,Some people say they get money I just show em there's levels to the shit #RoxburyRaised #Jwu16 #Rox-Prov #ThankGod4anotherday! #GodisGreat Instagram: @Ajyoung24,,Car wash today !!,13-17,0.0
2015-03-07 18:22:23,en,United States,"Medford, MA","[-71.10313714, 42.41045743]",0,0,Nygeliaa_,#Slumps IG|Nygeliaa_ 17 yrs,"Law, Ma .",I like taking my shoes off in the car and feeling the vibration on my feet lol,13-17,0.8
2015-03-07 18:16:24,en,United States,"Massachusetts, USA","[-71.15296936, 42.57887566]",1,1,em_flemmm,"yo soy la princesa, comprende mis white lines",mythic bitch,"just announced to the car composed of my mother, brother&amp; @shelbyxomaze that I would go down on Adam Levine #CarRideUpdates",18-25,-0.15555555555555559
2015-03-07 18:16:16,en,United States,"Waltham, MA","[-71.2444311, 42.3908129]",1,0,AndrewHahnPsyD,"healing growth spiritual. Founder - Guided Self Healing Training Institute, Life Centered Therapy. International Enneagram teacher. http://t.co/jjvPKfLPL3","Waltham, MA",5@GuyWinch @PsychToday his debilitating reaction when a car backfires. That tells us nothing abt how he will react when an actual car,13-17,0.0
2015-03-07 17:32:26,en,United States,"Weymouth, MA","[-70.95594456, 42.20253581]",0,0,jmreardonn,,,At the end of every car wash is a butch girl with a towel ready to dry your car,26-35,0.06666666666666668
2015-03-07 17:25:00,en,United States,"Framingham, MA","[-71.406339, 42.278862]",0,0,KiNG_MiDaS87,Instagram me @TRU_KING_MIDAS_87 #TouchOfGoldDesigns #LoyalLovingLaughingLEO,"Fitchburg, MA",So today I'm picking up my fourth car  here in #Framingham  I must say tho NEVER https://t.co/761J92IPyT,13-17,0.0
2015-03-07 15:44:24,en,United States,"Salem, MA","[-70.8956192, 42.4946162]",1,1,RossRozay6,,,Manfras car sounds like a lawnmower,18-25,0.0
2015-03-07 15:39:35,en,United States,"Middleton, MA","[-71.02681903, 42.57367155]",1,0,xoandrea_faia,,Boston,@niicolesolimine  thank god no one else was in the car,13-17,0.0
2015-03-07 13:06:34,en,United States,"Peabody, MA","[-70.99513108, 42.55666471]",0,0,blondevip,to glam to give a damn,,cant wait until i get my fucking car,13-17,-0.6
2015-03-07 08:44:28,en,United States,"Boston, MA","[-71.1399915, 42.2897953]",1,0,ACurls092,"Growing old is mandatory, Growing up is optional",,Wasn't in Chelsea for more than 2 minutes before a cop pulled up to my car and asked if I was alright,26-35,0.5
2015-03-07 06:27:56,en,United States,"Quincy, MA","[-70.99751783, 42.24371072]",3,1,Marli_N_Me,"Albanian | Quincy, MA | Curry College",Hard Work Beats Talent ,Almost got in a car crash with a drunk driver. Thank god for @StiL_DrE_ reflexes,13-17,-0.5
2015-03-07 05:45:48,en,United States,"Boston, MA","[-71.1322, 42.3499]",0,0,Raffah95,Not a douchebag.,Lexington,Car got towed. Lovely $130 I wanted to spend #fml,13-17,0.5
2015-03-07 03:44:09,en,United States,"Boston, MA","[-71.05353559, 42.30761246]",3,0,jmjakas,bears beets battlestar galactica,,"I hate when people think its cool to drive drunk with ME in the car. ""I can handle my liquor!!!"" w/e handle it when I am safe from u maniac",13-17,-0.23164062500000004
2015-03-07 03:43:00,en,United States,"Massachusetts, USA","[-71.3227801, 42.44909019]",5,0,youhaveniceflow,"21 as of Sept. 25th, Live in California, Enjoys doing ignorant hood rat shit with my friends STUFF I MAKE https://t.co/mJtSt8xDv3","Bay Area, CA ",Coach hella lucky this van don't got an AUX cord port cause if he let me be DJ the car would spontaneously combust from all the fire id play,13-17,0.4666666666666667
2015-03-07 03:25:03,en,United States,"Cambridge, MA","[-71.12484237, 42.37188766]",1,0,youhaveniceflow,"21 as of Sept. 25th, Live in California, Enjoys doing ignorant hood rat shit with my friends STUFF I MAKE https://t.co/mJtSt8xDv3","Bay Area, CA ",2 hour car ride through Massachusetts ahead of me -_- in need of some entertainment,13-17,0.0
2015-03-07 03:03:19,en,United States,"Massachusetts, USA","[-71.37757524, 42.18629632]",0,0,J_Wavyy,HOV,,@Mr_JackieMoon fuck your car,18-25,-0.4
2015-03-07 01:15:22,en,United States,"Roxbury, Boston","[-71.0751643, 42.3164973]",1,0,JomoneBing10,9-1-14,Boston|Ma,"""@SavageComedy: Bitch forgot she was in a car  http://t.co/1brH6H4vNb""I'm crying",13-17,-0.2
2015-03-07 00:49:20,en,United States,"Boston, MA","[-71.050708, 42.3542767]",1,0,CambridgeNyc,"Yes! I am THAT, CambridgeNyc!",,"A little annoyed at the hotels attempts to get me a car, anymore trips will be uber",13-17,-0.29375
2015-03-07 00:33:48,en,United States,"Chelsea, MA","[-71.03047271, 42.39541249]",2,0,PRINCESSERNAA,,,I wish I had a motorcycle. I would never be home... A car gets boring.,13-17,-1.0
2015-03-07 00:24:56,en,United States,"Boston, MA","[-71.0517723, 42.355936]",14,1,tha_rami,Chief Executive Business & Development Guy at indie game studio @Vlambeer. Creator of presskit(). Drinks only real cane sugar coke.,"Hilversum, Netherlands","This car has seat heating, and now my butt is hot while the outside world looks like that. http://t.co/wKOxuADfRU",26-35,0.125
2015-03-07 00:14:31,en,United States,"Weymouth, MA","[-70.95243869, 42.17699279]",2,0,Wizz_cherifa,RIP broreberto dagraa Born in cape verde raised in boston grew up in rhode isand class 2015' ARMY STRONG,|weymouth|,Dom just gave me his old car that's love ,18-25,0.3
2015-03-06 23:57:48,en,United States,"Boston, MA","[-71.0956081, 42.34906034]",0,0,HaiEmsy,Photographer in the making.,315 NY  617 MA,"YOU ARE A GETAWAY CAR, A RUSH OF BLOOD TO THE HEAD. BUT ME, I'M JUST THE COVERS ON TOP OF YOUR BED",18-25,0.5
2015-03-06 22:20:43,en,United States,"Weymouth, MA","[-70.93957943, 42.21440918]",5,0,rachc93,Boston Strong.,02043-02189,"Having a crappy day? At least you didn't get stuck inside a car wash like my boyfriend, did. ",13-17,-0.3
2015-03-06 22:17:21,en,United States,"Wakefield, MA","[-71.06938632, 42.50282072]",1,0,sheriduun,Suffolk University --,Boston,I'm really glad my car decides to shit the bed the first day of spring break when my dad is not here to fix it,13-17,0.18333333333333335
2015-03-06 22:10:08,en,United States,"Rockland, MA","[-70.89075987, 42.16524001]",0,0,bonner_kait,,"Weymouth, MA",When you drive my car you can literally feel how badly I need new wheel bearings,18-25,-0.28181818181818175
2015-03-06 22:02:04,en,United States,"Boston, MA","[-71.04316587, 42.34992322]",0,0,JacobMason9,,,@Obitty it's also a DVD player and finding nemo just happens to be in my car,18-25,0.0
2015-03-06 21:54:43,en,United States,"Wakefield, MA","[-71.0729776, 42.49929564]",0,0,hailey_smurph,,,In the car with my mother and Or Nah just came on yikes,13-17,0.0
2015-03-06 21:16:32,en,United States,"Cambridge, MA","[-71.141854, 42.3871393]",0,0,KirkHazlett,"Fellow PRSA. Curry College Communication Professor; Veteran PR Professional. Member, PRSA Board of Ethics and Professional Standards.","Curry College, Milton, MA",Lazy bum sprawled on the floor of a @MBTA Red Line car. Too bad there isn't a trapdoor lever handy. #justsayin,26-35,-0.08749999999999997
2015-03-06 20:41:25,en,United States,"Peabody, MA","[-70.92305364, 42.52709408]",1,0,Oscarxx_99,Follow me on ig: Oscar_G27,,"Lmfaaaaooo oooohh maann I almost busted my ass infront of a car thank god I was still standing , I hate black ice ",13-17,-0.48333333333333334
2015-03-06 20:08:14,en,United States,"Boston, MA","[-71.0981434, 42.3434005]",0,0,Enynx,"cosplayer, artist, nutsack, ass hunter",,I hate being a passenger in cars cause I feel like I can hear the crash that hasnt happened with every car that we pass,13-17,-0.8
2015-03-06 19:50:58,en,United States,"Abington, MA","[-70.93692824, 42.11687345]",1,1,avento97,im a lucky man to count on both hands the ones i love,,missing sitting in @s_obrien8 's car with @hayleyyburke eating goldfish while everyone moved the set,26-35,-0.2
2015-03-06 19:50:38,en,United States,"Everett, MA","[-71.0493768, 42.402292]",0,0,lysee006,,,Finally got my car back. They couldn't find anything wrong...lets hope it's true,13-17,0.11666666666666665
2015-03-06 19:31:46,en,United States,"Boston, MA","[-71.140086, 42.3469012]",1,0,LPizzle,Standup comedian. Licensed Bootyologist. Connect 4 and Super Mario Kart Champion. I have an afro and I'm great on clay.,Somewhere in my head,"Horror movie windows just slide out easily in a pinch. That car tho, that car ain't gonna work. Ever. #FridayThe13th",18-25,0.43333333333333335
2015-03-06 19:31:18,en,United States,"Natick, MA","[-71.36541129, 42.27900042]",3,0,Andreaa_Fabiano,Never let life kill your spark.,Massachusetts,@CrownTheEmpire the fact that my mom listens to my TRROTR CD in the car when I'm not around makes me soooo happy,13-17,0.8
2015-03-06 19:20:46,en,United States,"Boston, MA","[-71.03435674, 42.33137066]",1,0,e_Broomy,"Traveling - it leaves you speechless, then turns you into a storyteller",C. N e w Y o r k | B o s t o n,Currently 25 degrees &amp; sunny and I have my windows rolled down in my car,18-25,-0.07777777777777779
2015-03-06 18:11:25,en,United States,"Everett, MA","[-71.049449, 42.4026157]",0,0,lysee006,,,Finally made it to the repair shop. Just waiting and hoping they can fix this car quickly ,13-17,0.16666666666666666
2015-03-06 17:48:36,en,United States,"Boston, MA","[-71.05976457, 42.29779505]",0,2,_kmrx,"18, c/o 2015 RIP Nana",follow me @kunterjones,@rico56st: This bitch forgot she was in the car   http://t.co/EyzHuIMIaxI would do this on some high shit,13-17,-0.020000000000000004
2015-03-06 17:32:30,en,United States,"Boston, MA","[-71.0754703, 42.2851291]",0,0,hiddenangelz211,"I'm 20, HHS grad, Lesley University 2016, future teacher!  #faithtrustpixiedust","Cambridge, MA","@djolyy doesn't have to be a sad thing! Just think, in FOUR WHOLE YEARS you can rent a car! #ForeverYoung",13-17,-0.1875
2015-03-06 17:28:33,en,United States,"Chelsea, MA","[-71.0360998, 42.3875137]",0,0,lysee006,,,Now the tow truck towing my car just broke down... and I'm stuck... again..,13-17,-0.15555555555555559
2015-03-06 17:15:42,en,United States,"Boston, MA","[-71.0342542, 42.38082276]",0,1,xOavaXo,Boston; LA dreaming. Music is my world Instagram: avaa_victoria //wildin on 'em,,I need a car,13-17,0.0
2015-03-06 16:59:55,en,United States,"Walpole, MA","[-71.23723606, 42.11603306]",0,0,syxxpac88,Truck Driver and huge nascar fan since the early 80's,"Henderson,Tn",@DaleJr ...good luck this weekend Dale....have y'all had any practice yet ?.. If so how was your car?,13-17,0.0
2015-03-06 16:28:45,en,United States,"Saugus, MA","[-71.02630815, 42.46509007]",0,0,Alanna_Martino,"And if it takes you by surprise, even better Boston,Ma RIPMichael",,I don't know what boy programmed sports radio in my car but I find myself listening to it a lot more hah I should ,13-17,0.5
